Date,open,high,low,close,volume
2024-01-28 08:00:00,42390.4,42699.9,42327.8,42575.9,839.72956702
2024-01-28 10:00:00,42575.9,42648.0,42360.6,42474.1,566.56953502
2024-01-28 12:00:00,42474.3,42497.0,42248.5,42401.9,597.61561746
2024-01-28 14:00:00,42401.8,42544.5,42150.8,42260.2,397.34367595
2024-01-28 16:00:00,42260.3,42352.5,42099.6,42164.6,297.64069554
2024-01-28 18:00:00,42166.0,42177.8,41718.1,41785.9,432.53365316
2024-01-28 20:00:00,41785.9,42033.9,41681.0,41981.8,307.54252886
2024-01-28 22:00:00,41979.7,42080.0,41617.2,42033.2,502.3335202
2024-01-29 00:00:00,42036.7,42320.8,41873.3,42165.4,665.60597837
2024-01-29 02:00:00,42165.4,42503.6,42129.6,42327.3,762.81744341
2024-01-29 04:00:00,42327.2,42345.9,42122.0,42140.1,412.37409947
2024-01-29 06:00:00,42140.1,42250.0,41992.5,42055.2,311.67868914
2024-01-29 08:00:00,42058.1,42329.9,41959.6,42291.8,406.39549595
2024-01-29 10:00:00,42291.8,42381.2,42184.3,42245.7,400.65887864
2024-01-29 12:00:00,42245.8,42368.3,41931.2,42007.4,622.34385769
2024-01-29 14:00:00,42007.4,42648.6,41799.5,42641.6,2097.2921092
2024-01-29 16:00:00,42641.5,43300.0,42520.0,42994.9,3847.38447174
2024-01-29 18:00:00,42995.0,43153.2,42871.1,43004.0,1213.16284064
2024-01-29 20:00:00,43003.9,43264.9,42978.6,43173.8,824.89696889
2024-01-29 22:00:00,43173.8,43300.0,43076.6,43296.9,749.44585708
2024-01-30 00:00:00,43297.0,43555.8,43135.2,43438.9,1723.62130377
2024-01-30 02:00:00,43439.0,43788.0,43439.0,43524.2,1784.7365101
2024-01-30 04:00:00,43524.1,43575.3,43342.0,43367.3,631.62963958
2024-01-30 06:00:00,43367.3,43445.0,43252.9,43366.4,523.16144314
2024-01-30 08:00:00,43366.5,43465.1,43225.8,43325.5,911.64332281
2024-01-30 10:00:00,43325.4,43555.0,43285.0,43530.6,918.72916189
2024-01-30 12:00:00,43530.6,43884.4,43146.6,43289.9,2423.3737158
2024-01-30 14:00:00,43289.9,43600.0,43115.7,43377.1,1444.1183065
2024-01-30 16:00:00,43377.1,43591.7,43220.9,43398.6,1746.63289515
2024-01-30 18:00:00,43398.7,43579.7,43265.6,43549.9,811.51752447
2024-01-30 20:00:00,43550.1,43758.0,43481.1,43545.3,1455.27367043
2024-01-30 22:00:00,43545.3,43577.0,42690.1,42941.8,1455.05572729
2024-01-31 00:00:00,42941.8,43110.0,42722.7,42781.3,1047.4594811
2024-01-31 02:00:00,42782.4,42989.6,42654.6,42929.1,807.31056547
2024-01-31 04:00:00,42929.1,43047.5,42871.2,42976.9,485.80807572
2024-01-31 06:00:00,42977.0,43081.0,42906.4,43048.7,533.10006651
2024-01-31 08:00:00,43048.6,43100.0,42617.9,42651.3,695.28396244
2024-01-31 10:00:00,42652.0,42790.8,42352.8,42644.2,1233.76815428
2024-01-31 12:00:00,42644.1,42919.2,42517.6,42799.4,853.39417308
2024-01-31 14:00:00,42799.5,43464.5,42563.9,43354.2,3646.39770435
2024-01-31 16:00:00,43353.2,43748.8,43286.1,43721.0,1597.24570754
2024-01-31 18:00:00,43716.5,43748.7,43034.8,43330.0,1044.45693091
2024-01-31 20:00:00,43328.5,43360.6,42288.8,42487.9,2037.99343396
2024-01-31 22:00:00,42487.9,42686.0,42380.0,42576.0,576.79855571
2024-02-01 00:00:00,42576.0,42683.9,41868.2,41980.0,1537.71436085
2024-02-01 02:00:00,41980.0,42182.2,41953.2,42007.5,1149.60859716
2024-02-01 04:00:00,42007.4,42192.2,41888.9,42152.6,758.72795167
2024-02-01 06:00:00,42152.6,42295.1,42106.7,42187.8,658.50056181
2024-02-01 08:00:00,42187.8,42262.3,42113.3,42143.9,522.90409796
2024-02-01 10:00:00,42143.9,42327.9,42042.9,42076.8,716.32981024
2024-02-01 12:00:00,42076.8,42294.4,41945.4,42222.0,1076.81477026
2024-02-01 14:00:00,42215.3,42946.1,42178.9,42511.6,2054.01842461
2024-02-01 16:00:00,42511.5,43164.8,42358.9,42917.0,1188.20647783
2024-02-01 18:00:00,42920.2,43286.2,42769.2,43217.0,825.03836533
2024-02-01 20:00:00,43217.0,43279.4,42893.2,43093.5,802.48729737
2024-02-01 22:00:00,43093.5,43109.5,42873.4,43086.8,313.42499346
2024-02-02 00:00:00,43086.8,43428.7,43040.3,43117.6,782.91597063
2024-02-02 02:00:00,43117.7,43197.2,43022.2,43030.6,419.52897077
2024-02-02 04:00:00,43030.0,43136.1,42942.6,43100.0,374.36335857
2024-02-02 06:00:00,43100.1,43272.6,43082.4,43088.1,945.64485279
2024-02-02 08:00:00,43088.1,43109.8,42956.0,42984.0,460.30921898
2024-02-02 10:00:00,42983.9,43200.0,42943.9,43147.0,590.66016543
2024-02-02 12:00:00,43147.0,43241.1,42546.8,42689.9,1403.29425501
2024-02-02 14:00:00,42687.5,43248.2,42604.7,43234.8,1566.4434035
2024-02-02 16:00:00,43234.7,43485.2,42888.0,42952.1,1255.43801538
2024-02-02 18:00:00,42955.9,43081.0,42774.0,43062.1,527.63893336
2024-02-02 20:00:00,43062.1,43090.5,42891.3,42991.3,319.96639391
2024-02-02 22:00:00,42991.3,43233.1,42991.3,43197.2,192.40179592
2024-02-03 00:00:00,43197.3,43380.0,43149.4,43215.0,297.00554636
2024-02-03 02:00:00,43215.1,43236.0,43142.0,43171.3,131.6426533
2024-02-03 04:00:00,43171.2,43227.8,43094.0,43169.4,164.73670101
2024-02-03 06:00:00,43169.4,43169.5,43034.0,43053.2,196.56038184
2024-02-03 08:00:00,43053.2,43120.5,43001.0,43090.0,195.85433292
2024-02-03 10:00:00,43090.1,43124.1,42973.1,42995.4,241.66628909
2024-02-03 12:00:00,42995.4,43095.0,42973.2,43073.9,160.94865486
2024-02-03 14:00:00,43073.8,43196.4,42877.2,43121.6,355.25807098
2024-02-03 16:00:00,43121.7,43281.8,43067.2,43230.7,304.00344706
2024-02-03 18:00:00,43230.8,43243.7,43013.7,43058.0,318.809222
2024-02-03 20:00:00,43058.1,43103.2,43002.9,43043.9,93.25266304
2024-02-03 22:00:00,43044.0,43079.9,42953.0,43013.6,180.29213378
2024-02-04 00:00:00,43013.6,43048.6,42896.8,43040.8,188.29267855
2024-02-04 02:00:00,43040.9,43070.9,43017.9,43027.6,69.53284497
2024-02-04 04:00:00,43027.6,43031.4,42855.5,42884.6,970.84643087
2024-02-04 06:00:00,42884.6,42933.8,42724.1,42840.0,450.18938262
2024-02-04 08:00:00,42840.1,42988.0,42735.8,42938.2,299.67114911
2024-02-04 10:00:00,42938.3,43114.0,42868.1,43055.2,313.09977784
2024-02-04 12:00:00,43055.3,43116.8,42960.9,42993.2,208.82973988
2024-02-04 14:00:00,42993.2,43014.5,42842.0,42936.0,241.76208251
2024-02-04 16:00:00,42936.1,42970.0,42836.1,42896.2,193.94147901
2024-02-04 18:00:00,42896.2,42945.3,42571.0,42629.9,455.39653604
2024-02-04 20:00:00,42635.7,42985.7,42530.0,42774.3,478.32135166
2024-02-04 22:00:00,42774.4,42879.9,42188.0,42590.0,811.96424035
2024-02-05 00:00:00,42588.0,42626.9,42256.5,42529.1,839.01444977
2024-02-05 02:00:00,42529.0,42725.8,42378.4,42719.4,406.56811187
2024-02-05 04:00:00,42716.8,42819.0,42635.4,42780.1,561.9510232
2024-02-05 06:00:00,42780.1,43172.5,42689.9,43073.4,1395.10619653
2024-02-05 08:00:00,43073.4,43199.8,42948.7,43039.2,472.20685808
2024-02-05 10:00:00,43039.3,43273.8,43039.3,43195.0,547.47913952
2024-02-05 12:00:00,43195.1,43571.8,43122.4,43448.8,763.39275012
2024-02-05 14:00:00,43448.8,43494.9,42593.9,42639.3,1354.74205227
2024-02-05 16:00:00,42639.3,42835.6,42500.0,42720.4,777.93726949
2024-02-05 18:00:00,42720.4,42866.7,42572.1,42767.3,399.13486463
2024-02-05 20:00:00,42767.2,42798.5,42329.0,42386.8,952.52389115
2024-02-05 22:00:00,42386.8,42721.7,42323.0,42707.1,539.41014846
2024-02-06 00:00:00,42707.1,42773.0,42570.8,42669.8,312.19889193
2024-02-06 02:00:00,42669.8,42958.3,42644.6,42849.4,431.64944133
2024-02-06 04:00:00,42849.4,42926.8,42754.3,42782.3,207.73578248
2024-02-06 06:00:00,42782.3,42915.9,42665.9,42893.2,368.26701728
2024-02-06 08:00:00,42893.2,43117.5,42881.1,42994.4,461.79004335
2024-02-06 10:00:00,42994.5,43108.0,42670.0,42826.9,765.49009313
